,Mass,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n.mf 
C14H17O11S2P,454.9876275,14,17,11,0,0,2,1,0,CHOSP,Tannin,455.994904,0.187059515,4,0,0,7,-4,-7,52.15714286,454.4795843,0.520415736,0.285714286,0.785714286,1.214285714,0,0.071428571,0,Tannin,Tannin,Phytochemical,52.15714286,-147.6120739,0.084000818,0.069187442,730.2,-2066.569035,2
C14H17O6N,294.098304,14,17,6,1,0,0,0,0,CHON,Lignin,295.1055805,0.022951251,1,0,0.3,7,1,0,64.37142857,293.7699112,0.23008875,-0.142857143,0.428571429,1.214285714,0.071428571,0,NA,Lignin,Lignin,Other,64.37142857,-138.2516342,0.081826597,0.070982215,901.2,-1935.522878,1
C14H17O7N,310.0932206,14,17,7,1,0,0,0,0,CHON,Lignin,311.1004971,0.015407742,1,0,0.263157895,7,0,-1,60.3,309.7469678,0.253032215,0,0.5,1.214285714,0.071428571,0,NA,Lignin,Lignin,Other,60.3,-136.6153708,0.082640205,0.070900052,844.2,-1912.615192,1
C14H17O8N,326.0881656,14,17,8,1,0,0,0,0,CHON,Lignin,327.0954421,-0.078154262,1,0,0.222222222,7,-1,-2,56.22857143,325.7240527,0.275947334,0.142857143,0.571428571,1.214285714,0.071428571,0,NA,Lignin,Lignin,Other,56.22857143,-134.9791075,0.083372943,0.072445808,787.2,-1889.707505,1
C14H17O9N,342.0830768,14,17,9,1,0,0,0,0,CHON,Lignin,343.0903533,-0.064449861,1,0,0.176470588,7,-2,-3,52.15714286,341.7011038,0.298896225,0.285714286,0.642857143,1.214285714,0.071428571,0,NA,Lignin,Lignin,Other,52.15714286,-133.3428441,0.084000818,0.074041957,730.2,-1866.799818,1
C14H18O10,345.0827674,14,18,10,0,0,0,0,0,CHO,Tannin,346.0900438,-0.135907833,2,0,0.111111111,6,-4,-4,56.22857143,344.6974449,0.302555133,0.142857143,0.714285714,1.285714286,0,0,NA,Tannin,Tannin,Other,56.22857143,-137.8329534,0.083372943,0.071507892,787.2,-1929.661348,1
C14H18O11,361.077621,14,18,11,0,0,0,0,0,CHO,Tannin,362.0848975,0.038513693,4,0,0.058823529,6,-5,-5,52.15714286,360.6744385,0.325561489,0.285714286,0.785714286,1.285714286,0,0,NA,Tannin,Tannin,Other,52.15714286,-136.1966901,0.084000818,0.073046071,730.2,-1906.753661,1
C14H18O3,233.1182842,14,18,3,0,0,0,0,0,CHO,Lignin,234.1255607,0.144299913,1,0.272727273,0.36,6,3,3,84.72857143,232.8579822,0.142017766,-0.857142857,0.214285714,1.285714286,0,0,NA,Other,Lignin,Other,84.72857143,-149.2867968,0.057548713,0.052342896,1186.2,-2090.015155,2
C14H18O3N2,261.1244971,14,18,3,2,0,0,0,0,CHON,Lignin,262.1317735,-0.118507029,1,0.222222222,0.333333333,7,4,2,72.51428571,260.8329231,0.167076894,-0.428571429,0.214285714,1.285714286,0.142857143,0,NA,Other,Lignin,Protein,72.51428571,-138.6703149,0.068607262,0.063634042,1015.2,-1941.384408,1
C14H18O4,249.1132224,14,18,4,0,0,0,0,0,CHO,Lignin,250.1204989,0.040793965,1,0.2,0.333333333,6,2,2,80.65714286,248.8350603,0.164939654,-0.714285714,0.285714286,1.285714286,0,0,NA,Lignin,Lignin,Other,80.65714286,-147.6505335,0.061035586,0.055440469,1129.2,-2067.107468,1
C14H18O4N2,277.1194289,14,18,4,2,0,0,0,0,CHON,Lignin,278.1267053,-0.173512175,1,0.125,0.3,7,3,1,68.44285714,276.8099948,0.190005162,-0.285714286,0.285714286,1.285714286,0.142857143,0,NA,Lignin,Lignin,Protein,68.44285714,-137.0340515,0.073225234,0.06733099,958.2,-1918.476722,1
C14H18O5,265.1081545,14,18,5,0,0,0,0,0,CHO,Lignin,266.115431,-0.027345829,1,0.111111111,0.304347826,6,1,1,76.58571429,264.8121324,0.187867635,-0.571428571,0.357142857,1.285714286,0,0,NA,Lignin,Lignin,Other,76.58571429,-146.0142701,0.064716231,0.058697064,1072.2,-2044.199782,1
C14H18O5N2,293.1143295,14,18,5,2,0,0,0,0,CHON,Lignin,294.121606,-0.116630976,1,0,0.263157895,7,2,0,64.37142857,292.7870355,0.212964543,-0.142857143,0.357142857,1.285714286,0.142857143,0,NA,Lignin,Lignin,Protein,64.37142857,-135.3977882,0.081826597,0.073742463,901.2,-1895.569035,1
C14H18O6,281.1030502,14,18,6,0,0,0,0,0,CHO,Lignin,282.1103266,0.041369311,1,0,0.272727273,6,0,0,72.51428571,280.789168,0.210832004,-0.428571429,0.428571429,1.285714286,0,0,NA,Lignin,Lignin,Other,72.51428571,-144.3780068,0.068607262,0.062125251,1015.2,-2021.292095,1
C14H18O6N2,309.1092661,14,18,6,2,0,0,0,0,CHON,Lignin,310.1165425,-0.18127573,1,0,0.222222222,7,1,-1,60.3,308.7641119,0.235888097,0,0.428571429,1.285714286,0.142857143,0,NA,Lignin,Lignin,Protein,60.3,-133.7615249,0.082640205,0.073231581,844.2,-1872.661348,1
C14H18O7,297.0980154,14,18,7,0,0,0,0,0,CHO,Lignin,298.1052918,-0.130461651,1,0,0.238095238,6,-1,-1,68.44285714,296.7662731,0.233726941,-0.285714286,0.5,1.285714286,0,0,NA,Lignin,Lignin,Other,68.44285714,-142.7417434,0.073225234,0.065738958,958.2,-1998.384408,1
C14H18O8,313.0929245,14,18,8,0,0,0,0,0,CHO,Lignin,314.1002009,-0.106258825,1,0,0.2,6,-2,-2,64.37142857,312.7433221,0.256677893,-0.142857143,0.571428571,1.285714286,0,0,NA,Lignin,Lignin,Other,64.37142857,-141.1054801,0.081826597,0.068568441,901.2,-1975.476722,1
C14H18O9,329.0878075,14,18,9,0,0,0,0,0,CHO,Lignin,330.095084,-0.005552161,1,0,0.157894737,6,-3,-3,60.3,328.7203452,0.279654843,0,0.642857143,1.285714286,0,0,NA,Lignin,Lignin,Other,60.3,-139.4692168,0.082640205,0.070015188,844.2,-1952.569035,1
C14H19O14N,424.0735701,14,19,14,1,0,0,0,0,CHON,Tannin,425.0808465,-0.687454534,4,0,0,6,-8,-9,35.87142857,423.6000457,0.399954255,0.857142857,1,1.357142857,0.071428571,0,NA,Other,Tannin,Other,35.87142857,-126.7977908,0.093075025,0.08089892,502.2,-1775.169071,1
C14H19O4N3,292.1303546,14,19,4,3,0,0,0,0,CHON,Lignin,293.1376311,-0.255859792,1,0,0.222222222,7,3,0,64.37142857,291.8041593,0.195840715,-0.142857143,0.285714286,1.357142857,0.214285714,0,NA,Lignin,Lignin,Protein,64.37142857,-132.5439423,0.081826597,0.076535847,901.2,-1855.615192,1
C14H19O6N,296.1139469,14,19,6,1,0,0,0,0,CHON,Lignin,297.1212234,0.047077799,1,0,0.2,6,0,-1,68.44285714,295.7833034,0.216696585,-0.285714286,0.428571429,1.357142857,0.071428571,0,NA,Lignin,Lignin,Other,68.44285714,-139.8878975,0.073225234,0.066530381,958.2,-1958.430565,1
C14H19O8N,328.1037984,14,19,8,1,0,0,0,0,CHON,Lignin,329.1110748,-0.025025216,1,0,0.111111111,6,-2,-3,60.3,327.7374347,0.262565271,0,0.571428571,1.357142857,0.071428571,0,NA,Lignin;Amino Sugar,Lignin,Other,60.3,-136.6153708,0.082640205,0.070900052,844.2,-1912.615192,1
C14H19O9N,344.0987606,14,19,9,1,0,0,0,0,CHON,Lignin,345.106037,-0.161730646,1,0,0.058823529,6,-3,-4,56.22857143,343.7145368,0.285463189,0.142857143,0.642857143,1.357142857,0.071428571,0,NA,Lignin;Amino Sugar,Lignin,Other,56.22857143,-134.9791075,0.083372943,0.072445808,787.2,-1889.707505,1
C14H19O9P,361.069538,14,19,9,0,0,0,1,0,CHOP,Lignin,362.0768144,-0.402472907,2,0,0.058823529,6,-3,-4,72.51428571,360.6663645,0.333635494,-0.428571429,0.642857143,1.357142857,0,0.071428571,0,Lignin;Amino Sugar,Lignin,Other,72.51428571,-150.0856987,0.068607262,0.060649797,1015.2,-2101.199782,1
C14H20O10,347.0983726,14,20,10,0,0,0,0,0,CHO,Tannin,348.105649,-0.006218129,3,0,0,5,-5,-5,60.3,346.7107994,0.289200583,0,0.714285714,1.428571429,0,0,NA,Other,Tannin,Other,60.3,-139.4692168,0.082640205,0.070015188,844.2,-1952.569035,1
C14H20O2,219.1390265,14,20,2,0,0,0,0,0,CHO,Lignin,220.1463029,0.122437659,1,0.25,0.307692308,5,3,3,92.87142857,218.8943339,0.10566613,-1.142857143,0.142857143,1.428571429,0,0,NA,Unsat Hydrocarbon,Lignin,Other,92.87142857,-152.5593235,0.051098138,0.046580397,1300.2,-2135.830529,1
C14H20O3,235.1339408,14,20,3,0,0,0,0,0,CHO,Lignin,236.1412172,0.115555207,1,0.181818182,0.28,5,2,2,88.8,234.8713881,0.128611905,-1,0.214285714,1.428571429,0,0,NA,Other,Lignin,Other,88.8,-150.9230601,0.054240703,0.049392976,1243.2,-2112.922842,1
C14H20O3N2,263.1401424,14,20,3,2,0,0,0,0,CHON,Lignin,264.1474189,-0.099886596,1,0.111111111,0.238095238,6,3,1,76.58571429,262.8463178,0.153682197,-0.571428571,0.214285714,1.428571429,0.142857143,0,NA,Other,Lignin,Protein,76.58571429,-140.3065782,0.064716231,0.060128976,1072.2,-1964.292095,1
C14H20O4,251.1289035,14,20,4,0,0,0,0,0,CHO,Lignin,252.13618,-0.082759547,1,0.1,0.25,5,1,1,84.72857143,250.8484908,0.151509247,-0.857142857,0.285714286,1.428571429,0,0,NA,Lignin,Lignin,Other,84.72857143,-149.2867968,0.057548713,0.052342896,1186.2,-2090.015155,1
C14H20O4N2,279.135075,14,20,4,2,0,0,0,0,CHON,Lignin,280.1423515,-0.158325837,1,0,0.2,6,2,0,72.51428571,278.8233903,0.176609691,-0.428571429,0.285714286,1.428571429,0.142857143,0,NA,Lignin,Lignin,Protein,72.51428571,-138.6703149,0.068607262,0.063634042,1015.2,-1941.384408,1
C14H20O4S,283.1010031,14,20,4,0,0,1,0,0,CHOS,Lignin,284.1082796,-0.175145323,1,0,0.181818182,5,1,0,80.65714286,282.78489,0.215109995,-0.714285714,0.285714286,1.428571429,0,0,NA,Lignin,Lignin,Other,80.65714286,-150.5043794,0.061035586,0.05477086,1129.2,-2107.061312,1
C14H20O5,267.123805,14,20,5,0,0,0,0,0,CHO,Lignin,268.1310815,-0.02874571,1,0,0.217391304,5,0,0,80.65714286,266.8255322,0.174467834,-0.714285714,0.357142857,1.428571429,0,0,NA,Lignin,Lignin,Other,80.65714286,-147.6505335,0.061035586,0.055440469,1129.2,-2067.107468,1
C14H20O5N2,295.1300362,14,20,5,2,0,0,0,0,CHON,Lignin,296.1373127,-0.306909399,1,0,0.157894737,6,1,-1,68.44285714,294.8004913,0.199508652,-0.285714286,0.357142857,1.428571429,0.142857143,0,NA,Lignin,Lignin,Protein,68.44285714,-137.0340515,0.073225234,0.06733099,958.2,-1918.476722,1
C14H20O5S,299.0958611,14,20,5,0,0,1,0,0,CHOS,Lignin,300.1031376,0.022872576,1,0,0.142857143,5,0,-1,76.58571429,298.761888,0.238111999,-0.571428571,0.357142857,1.428571429,0,0,NA,Lignin,Lignin,Other,76.58571429,-148.8681161,0.064716231,0.057992734,1072.2,-2084.153625,1
C14H20O6,283.118715,14,20,6,0,0,0,0,0,CHO,Lignin,284.1259914,-0.010742144,1,0,0.181818182,5,-1,-1,76.58571429,282.8025821,0.197417927,-0.571428571,0.428571429,1.428571429,0,0,NA,Lignin,Lignin,Other,76.58571429,-146.0142701,0.064716231,0.058697064,1072.2,-2044.199782,1
C14H20O7,299.1136455,14,20,7,0,0,0,0,0,CHO,Lignin,300.120922,-0.063212851,1,0,0.142857143,5,-2,-2,72.51428571,298.7796525,0.220347467,-0.428571429,0.5,1.428571429,0,0,NA,Lignin,Lignin,Other,72.51428571,-144.3780068,0.068607262,0.062125251,1015.2,-2021.292095,1
C14H20O8,315.1085755,14,20,8,0,0,0,0,0,CHO,Lignin,316.115852,-0.10863935,1,0,0.1,5,-3,-3,68.44285714,314.7567224,0.243277556,-0.285714286,0.571428571,1.428571429,0,0,NA,Lignin;Amino Sugar,Lignin,Other,68.44285714,-142.7417434,0.073225234,0.065738958,958.2,-1998.384408,1
C14H20O9,331.1034998,14,20,9,0,0,0,0,0,CHO,Lignin,332.1107762,-0.132439149,1,0,0.052631579,5,-4,-4,64.37142857,330.7337866,0.266213367,-0.142857143,0.642857143,1.428571429,0,0,NA,Lignin;Amino Sugar,Lignin,Other,64.37142857,-141.1054801,0.081826597,0.068568441,901.2,-1975.476722,1
C14H21O10N,362.1093336,14,21,10,1,0,0,0,0,CHON,Carb,363.11661,-0.176660993,2,0,0,5,-5,-6,56.22857143,361.7049991,0.295000935,0.142857143,0.714285714,1.5,0.071428571,0,NA,Carbohydrate,Carbohydrate,Other,56.22857143,-134.9791075,0.083372943,0.072445808,787.2,-1889.707505,1
C14H21O10P,379.0800689,14,21,10,0,0,0,1,0,CHOP,Carb,380.0873454,-0.294688172,2,0,0,5,-5,-6,72.51428571,378.6567848,0.343215246,-0.428571429,0.714285714,1.5,0,0.071428571,0,Carbohydrate,Carbohydrate,Other,72.51428571,-150.0856987,0.068607262,0.060649797,1015.2,-2101.199782,1
C14H21O11P,395.0749518,14,21,11,0,0,0,1,0,CHOP,Carb,396.0822283,-0.202670048,5,0,0,5,-6,-7,68.44285714,394.6338076,0.366192386,-0.285714286,0.785714286,1.5,0,0.071428571,0,Carbohydrate,Carbohydrate,Other,68.44285714,-148.4494354,0.073225234,0.064183043,958.2,-2078.292095,1
C14H21O3N,250.1448617,14,21,3,1,0,0,0,0,CHON,Lipid,251.1521382,0.021253855,1,0.1,0.217391304,5,2,1,84.72857143,249.8655478,0.134452247,-0.857142857,0.214285714,1.5,0.071428571,0,NA,Other,Lipid,Other,84.72857143,-146.4329508,0.057548713,0.052986921,1186.2,-2050.061312,1
C14H21O4N,266.1397788,14,21,4,1,0,0,0,0,CHON,Lipid,267.1470552,0.010991976,1,0,0.181818182,5,1,0,80.65714286,265.8426047,0.15739529,-0.714285714,0.285714286,1.5,0.071428571,0,NA,Other,Lipid,Other,80.65714286,-144.7966875,0.061035586,0.05611722,1129.2,-2027.153625,1
C14H21O5N,282.1347472,14,21,5,1,0,0,0,0,CHON,Protein,283.1420236,-0.179584845,1,0,0.142857143,5,0,-1,76.58571429,281.819713,0.180287008,-0.571428571,0.357142857,1.5,0.071428571,0,NA,Protein,Protein,Other,76.58571429,-143.1604242,0.064716231,0.059409102,1072.2,-2004.245938,1
C14H21O5N2SP,359.0835519,14,21,5,2,0,1,1,0,CHONSP,Protein,360.0908284,0.140612394,1,0,0,6,1,-3,76.58571429,358.682596,0.317404007,-0.571428571,0.357142857,1.5,0.142857143,0.071428571,2,Protein,Protein,Protein,76.58571429,-148.8681161,0.064716231,0.057992734,1072.2,-2084.153625,1
C14H21O6N,298.1296449,14,21,6,1,0,0,0,0,CHON,Protein,299.1369213,-0.113387308,1,0,0.1,5,-1,-2,72.51428571,297.7967506,0.203249361,-0.428571429,0.428571429,1.5,0.071428571,0,NA,Protein,Protein,Other,72.51428571,-141.5241608,0.068607262,0.062875409,1015.2,-1981.338252,1
C14H21O6N3,326.1358013,14,21,6,3,0,0,0,0,CHON,Protein,327.1430778,-0.129513506,1,0,0,6,0,-3,60.3,325.7716352,0.228364824,0,0.428571429,1.5,0.214285714,0,NA,Protein,Protein,Protein,60.3,-130.9076789,0.082640205,0.076189599,844.2,-1832.707505,1
C14H21O7N,314.1245573,14,21,7,1,0,0,0,0,CHON,Protein,315.1318338,-0.100796553,1,0,0.052631579,5,-2,-3,68.44285714,313.773803,0.226196956,-0.285714286,0.5,1.5,0.071428571,0,NA,Protein,Protein,Other,68.44285714,-139.8878975,0.073225234,0.066530381,958.2,-1958.430565,1
C14H21O7N3,342.1306966,14,21,7,3,0,0,0,0,CHON,Protein,343.1379731,-0.067203919,1,0,0,6,-1,-4,56.22857143,341.7486704,0.251329555,0.142857143,0.5,1.5,0.214285714,0,NA,Protein,Protein,Protein,56.22857143,-129.2714156,0.083372943,0.075626012,787.2,-1809.799818,1
C14H21O8N,330.1194763,14,21,8,1,0,0,0,0,CHON,AminoSugar,331.1267528,-0.109056096,1,0,0,5,-3,-4,64.37142857,329.7508619,0.249138056,-0.142857143,0.571428571,1.5,0.071428571,0,NA,Amino Sugar,Amino Sugar,Other,64.37142857,-138.2516342,0.081826597,0.070982215,901.2,-1935.522878,1
C14H21O8P,347.0903002,14,21,8,0,0,0,1,0,CHOP,AminoSugar,348.0975766,-0.495505052,2,0,0,5,-3,-4,80.65714286,346.702736,0.297263952,-0.714285714,0.571428571,1.5,0,0.071428571,0,Amino Sugar,Amino Sugar,Lipid,80.65714286,-153.3582254,0.061035586,0.054108283,1129.2,-2147.015155,1
C14H21O9N,346.1143644,14,21,9,1,0,0,0,0,CHON,AminoSugar,347.1216409,-0.027677146,1,0,0,5,-4,-5,60.3,345.72789,0.272109973,0,0.642857143,1.5,0.071428571,0,NA,Amino Sugar,Amino Sugar,Other,60.3,-136.6153708,0.082640205,0.070900052,844.2,-1912.615192,1
C14H22O10,349.1139524,14,22,10,0,0,0,0,0,CHO,Carb,350.1212289,0.194322073,2,0,0,4,-6,-6,64.37142857,348.7241287,0.275871334,-0.142857143,0.714285714,1.571428571,0,0,NA,Carbohydrate,Carbohydrate,Other,64.37142857,-141.1054801,0.081826597,0.068568441,901.2,-1975.476722,2
C14H22O11NP,410.0858454,14,22,11,1,0,0,1,0,CHONP,Carb,411.0931218,-0.181877478,5,0,0,5,-6,-8,64.37142857,409.6279398,0.372060152,-0.142857143,0.785714286,1.571428571,0.071428571,0.071428571,1,Carbohydrate,Carbohydrate,Amino Sugar,64.37142857,-143.9593261,0.081826597,0.067742055,901.2,-2015.430565,1
C14H22O2,221.1546776,14,22,2,0,0,0,0,0,CHO,Lipid,222.1619541,0.116551279,1,0.166666667,0.230769231,4,2,2,96.94285714,220.9077343,0.092265698,-1.285714286,0.142857143,1.571428571,0,0,NA,Lipid,Lipid,Other,96.94285714,-154.1955868,0.048108907,0.043895786,1357.2,-2158.738215,1
C14H22O3,237.1496102,14,22,3,0,0,0,0,0,CHO,Lipid,238.1568867,0.03308716,1,0.090909091,0.2,4,1,1,92.87142857,236.8848069,0.115193148,-1.142857143,0.214285714,1.571428571,0,0,NA,Lipid,Lipid,Other,92.87142857,-152.5593235,0.051098138,0.046580397,1300.2,-2135.830529,1
C14H22O4,253.1445337,14,22,4,0,0,0,0,0,CHO,Lipid,254.1518102,-0.003933861,1,0,0.166666667,4,0,0,88.8,252.8618703,0.13812972,-1,0.285714286,1.571428571,0,0,NA,Lipid,Lipid,Other,88.8,-150.9230601,0.054240703,0.049392976,1243.2,-2112.922842,1
C14H22O4S,285.1166168,14,22,4,0,0,1,0,0,CHOS,Lipid,286.1238933,-0.04685798,1,0,0.090909091,4,0,-1,84.72857143,284.7982531,0.201746937,-0.857142857,0.285714286,1.571428571,0,0,NA,Lipid,Lipid,Other,84.72857143,-152.1406427,0.057548713,0.051705504,1186.2,-2129.968998,1
C14H22O4S2,317.0886193,14,22,4,0,0,2,0,0,CHOS,Lipid,318.0958958,0.172143994,2,0,0,4,0,-2,80.65714286,316.7345554,0.265444636,-0.714285714,0.285714286,1.571428571,0,0,NA,Lipid,Lipid,Other,80.65714286,-153.3582254,0.061035586,0.054108283,1129.2,-2147.015155,1
C14H22O5,269.1394657,14,22,5,0,0,0,0,0,CHO,Protein,270.1467422,-0.067932809,1,0,0.130434783,4,-1,-1,84.72857143,268.8389422,0.16105783,-0.857142857,0.357142857,1.571428571,0,0,NA,Protein,Protein,Other,84.72857143,-149.2867968,0.057548713,0.052342896,1186.2,-2090.015155,1
C14H22O6,285.1343948,14,22,6,0,0,0,0,0,CHO,Protein,286.1416713,-0.114839276,1,0,0.090909091,4,-2,-2,80.65714286,284.8160112,0.18398878,-0.714285714,0.428571429,1.571428571,0,0,NA,Protein,Protein,Other,80.65714286,-147.6505335,0.061035586,0.055440469,1129.2,-2067.107468,1
C14H22O7,301.129318,14,22,7,0,0,0,0,0,CHO,Protein,302.1365944,-0.136897449,1,0,0.047619048,4,-3,-3,76.58571429,300.7930743,0.206925731,-0.571428571,0.5,1.571428571,0,0,NA,Protein,Protein,Other,76.58571429,-146.0142701,0.064716231,0.058697064,1072.2,-2044.199782,1
C14H22O7N2,329.1354202,14,22,7,2,0,0,0,0,CHON,Protein,330.1426967,0.013310973,2,0,0,5,-2,-4,64.37142857,328.7679047,0.232095341,-0.142857143,0.5,1.571428571,0.142857143,0,NA,Protein,Protein,Protein,64.37142857,-135.3977882,0.081826597,0.073742463,901.2,-1895.569035,1
C14H22O7N4,357.141609,14,22,7,4,0,0,0,0,CHON,Protein,358.1488855,-0.101584972,1,0,0,6,-1,-5,52.15714286,356.7428215,0.257178514,0.285714286,0.5,1.571428571,0.285714286,0,NA,Protein,Protein,Protein,52.15714286,-124.7813063,0.084000818,0.078179712,730.2,-1746.938288,1
C14H22O8,317.124227,14,22,8,0,0,0,0,0,CHO,AminoSugar,318.1315035,-0.112472945,1,0,0,4,-4,-4,72.51428571,316.7701233,0.229876748,-0.428571429,0.571428571,1.571428571,0,0,NA,Amino Sugar,Amino Sugar,Other,72.51428571,-144.3780068,0.068607262,0.062125251,1015.2,-2021.292095,1
C14H22O9,333.1191757,14,22,9,0,0,0,0,0,CHO,AminoSugar,334.1264521,-0.208959111,1,0,0,4,-5,-5,68.44285714,332.7472118,0.252788191,-0.285714286,0.642857143,1.571428571,0,0,NA,Amino Sugar,Amino Sugar,Other,68.44285714,-142.7417434,0.073225234,0.065738958,958.2,-1998.384408,1
C14H23O10P,381.095685,14,23,10,0,0,0,1,0,CHOP,Carb,382.1029615,-0.204153829,3,0,0,4,-6,-7,76.58571429,380.6701502,0.329849836,-0.571428571,0.714285714,1.642857143,0,0.071428571,0,Carbohydrate,Carbohydrate,Other,76.58571429,-151.721962,0.064716231,0.057295987,1072.2,-2124.107468,1
C14H23O11S2P,461.0346068,14,23,11,0,0,2,1,0,CHOSP,Carb,462.0418833,0.121554224,6,0,0,4,-7,-10,64.37142857,460.5198115,0.480188519,-0.142857143,0.785714286,1.642857143,0,0.071428571,0,Carbohydrate,Carbohydrate,Other,64.37142857,-152.5208639,0.081826597,0.065320018,901.2,-2135.292095,2
C14H23O3P,269.131214,14,23,3,0,0,0,1,0,CHOP,Lipid,270.1384905,-0.034598936,1,0,0.130434783,4,1,0,105.0857143,268.8306997,0.169300324,-1.571428571,0.214285714,1.642857143,0,0.071428571,0,Lipid,Lipid,Lipid,105.0857143,-163.1758054,0.042547652,0.037868628,1471.2,-2284.461275,1
C14H23O4P,285.1262347,14,23,4,0,0,0,1,0,CHOP,Lipid,286.1335111,-0.403270887,1,0,0.090909091,4,0,-1,101.0142857,284.8078602,0.192139842,-1.428571429,0.285714286,1.642857143,0,0.071428571,0,Lipid,Lipid,Lipid,101.0142857,-161.539542,0.045262058,0.040277031,1414.2,-2261.553589,1
C14H23O5N,284.1503618,14,23,5,1,0,0,0,0,CHON,Protein,285.1576383,-0.054016966,1,0,0.047619048,4,-1,-2,80.65714286,283.833077,0.166923042,-0.714285714,0.357142857,1.642857143,0.071428571,0,NA,Protein,Protein,Other,80.65714286,-144.7966875,0.061035586,0.05611722,1129.2,-2027.153625,1
C14H23O6N,300.1453117,14,23,6,1,0,0,0,0,CHON,Protein,301.1525882,-0.168332593,1,0,0,4,-2,-3,76.58571429,299.8101668,0.189833233,-0.571428571,0.428571429,1.642857143,0.071428571,0,NA,Protein,Protein,Other,76.58571429,-143.1604242,0.064716231,0.059409102,1072.2,-2004.245938,1
C14H23O6N3,328.1514425,14,23,6,3,0,0,0,0,CHON,Protein,329.158719,-0.101750138,1,0,0,5,-1,-4,64.37142857,327.7850257,0.214974321,-0.142857143,0.428571429,1.642857143,0.214285714,0,NA,Protein,Protein,Protein,64.37142857,-132.5439423,0.081826597,0.076535847,901.2,-1855.615192,1
C14H23O7N,316.1402237,14,23,7,1,0,0,0,0,CHON,Protein,317.1475002,-0.15172178,1,0,0,4,-3,-4,72.51428571,315.7872188,0.212781249,-0.428571429,0.5,1.642857143,0.071428571,0,NA,Protein,Protein,Other,72.51428571,-141.5241608,0.068607262,0.062875409,1015.2,-1981.338252,1
C14H23O8N,332.1351167,14,23,8,1,0,0,0,0,CHON,AminoSugar,333.1423931,-0.079273482,1,0,0,4,-4,-5,68.44285714,331.7642516,0.235748376,-0.285714286,0.571428571,1.642857143,0.071428571,0,NA,Amino Sugar,Amino Sugar,Other,68.44285714,-139.8878975,0.073225234,0.066530381,958.2,-1958.430565,1
C14H23O8P,349.1059291,14,23,8,0,0,0,1,0,CHOP,AminoSugar,350.1132056,-0.432306293,2,0,0,4,-4,-5,84.72857143,348.7161143,0.283885685,-0.857142857,0.571428571,1.642857143,0,0.071428571,0,Amino Sugar,Amino Sugar,Lipid,84.72857143,-154.9944887,0.057548713,0.051074643,1186.2,-2169.922842,1
C14H23O9N,348.1300774,14,23,9,1,0,0,0,0,CHON,AminoSugar,349.1373539,-0.207856753,1,0,0,4,-5,-6,64.37142857,347.7413523,0.258647708,-0.142857143,0.642857143,1.642857143,0.071428571,0,NA,Amino Sugar,Amino Sugar,Other,64.37142857,-138.2516342,0.081826597,0.070982215,901.2,-1935.522878,2
C14H23O9P,365.1008669,14,23,9,0,0,0,1,0,CHOP,AminoSugar,366.1081434,-0.476753218,2,0,0,4,-5,-6,80.65714286,364.693192,0.306807966,-0.714285714,0.642857143,1.642857143,0,0.071428571,0,Amino Sugar,Amino Sugar,Other,80.65714286,-153.3582254,0.061035586,0.054108283,1129.2,-2147.015155,1
C14H24O10N2S,411.107652,14,24,10,2,0,1,0,0,CHONS,Carb,412.1149285,0.575580958,2,0,0,4,-6,-9,52.15714286,410.6486055,0.351394457,0.285714286,0.714285714,1.714285714,0.142857143,0,NA,Carbohydrate,Carbohydrate,Other,52.15714286,-133.3428441,0.084000818,0.074041957,730.2,-1866.799818,2
C14H24O10NP,396.1066573,14,24,10,1,0,0,1,0,CHONP,Carb,397.1139338,-0.380960156,3,0,0,4,-6,-8,72.51428571,395.6643611,0.335638908,-0.428571429,0.714285714,1.714285714,0.071428571,0.071428571,1,Carbohydrate,Carbohydrate,Amino Sugar,72.51428571,-147.2318527,0.068607262,0.061383426,1015.2,-2061.245938,1
C14H24O3,239.1652571,14,24,3,0,0,0,0,0,CHO,Lipid,240.1725336,0.045906042,1,0,0.12,3,0,0,96.94285714,238.8982031,0.101796918,-1.285714286,0.214285714,1.714285714,0,0,NA,Lipid,Lipid,Other,96.94285714,-154.1955868,0.048108907,0.043895786,1357.2,-2158.738215,1
C14H24O4,255.1602018,14,24,4,0,0,0,0,0,CHO,Lipid,256.1674782,-0.074012845,1,0,0.083333333,3,-1,-1,92.87142857,254.8752876,0.124712409,-1.142857143,0.285714286,1.714285714,0,0,NA,Lipid,Lipid,Other,92.87142857,-152.5593235,0.051098138,0.046580397,1300.2,-2135.830529,1
